#datatype measurement,dateTime:RFC3339,double,tag
m,time,kW,location
PAT,2024-02-07T12:13:05Z,45.1,ENSEM
PAT,2024-02-07T12:13:20Z,44.1,ENSEM
PAT,2024-02-07T12:13:36Z,44.6,ENSEM
PAT,2024-02-07T12:13:51Z,44.1,ENSEM
PAT,2024-02-07T12:14:06Z,42.4,ENSEM
PAT,2024-02-07T12:14:21Z,42.9,ENSEM
PAT,2024-02-07T12:14:36Z,42.5,ENSEM
PAT,2024-02-07T12:14:51Z,42.7,ENSEM
PAT,2024-02-07T12:15:17Z,42.5,ENSEM
PAT,2024-02-07T12:15:21Z,41.8,ENSEM
PAT,2024-02-07T12:15:36Z,42.7,ENSEM
PAT,2024-02-07T12:15:51Z,42.0,ENSEM
PAT,2024-02-07T12:16:06Z,42.3,ENSEM
PAT,2024-02-07T12:16:21Z,42.5,ENSEM
PAT,2024-02-07T12:16:37Z,43.2,ENSEM
PAT,2024-02-07T12:16:52Z,42.3,ENSEM
PAT,2024-02-07T12:17:07Z,41.8,ENSEM
PAT,2024-02-07T12:17:22Z,42.3,ENSEM
PAT,2024-02-07T12:17:37Z,43.9,ENSEM
PAT,2024-02-07T12:17:52Z,43.2,ENSEM
PAT,2024-02-07T12:18:07Z,42.3,ENSEM
PAT,2024-02-07T12:18:22Z,41.8,ENSEM
PAT,2024-02-07T12:18:52Z,45.3,ENSEM
PAT,2024-02-07T12:19:07Z,46.0,ENSEM
PAT,2024-02-07T12:19:22Z,45.0,ENSEM
PAT,2024-02-07T12:19:52Z,45.7,ENSEM
PAT,2024-02-07T12:20:08Z,44.9,ENSEM
PAT,2024-02-07T12:20:23Z,43.7,ENSEM
PAT,2024-02-07T12:20:38Z,44.1,ENSEM
PAT,2024-02-07T12:21:08Z,42.8,ENSEM
PAT,2024-02-07T12:21:23Z,43.8,ENSEM
PAT,2024-02-07T12:21:38Z,43.2,ENSEM
PAT,2024-02-07T12:21:53Z,44.6,ENSEM
PAT,2024-02-07T12:22:08Z,42.5,ENSEM
PAT,2024-02-07T12:22:23Z,43.1,ENSEM
PAT,2024-02-07T12:22:38Z,42.8,ENSEM
PAT,2024-02-07T12:22:53Z,43.2,ENSEM
PAT,2024-02-07T12:23:08Z,41.5,ENSEM
PAT,2024-02-07T12:23:23Z,41.8,ENSEM
PAT,2024-02-07T12:23:38Z,41.7,ENSEM
PAT,2024-02-07T12:23:53Z,43.1,ENSEM
PAT,2024-02-07T12:24:08Z,42.4,ENSEM
PAT,2024-02-07T12:24:39Z,41.7,ENSEM
PAT,2024-02-07T12:24:54Z,42.2,ENSEM
PAT,2024-02-07T12:25:09Z,44.6,ENSEM
PAT,2024-02-07T12:25:24Z,44.8,ENSEM
PAT,2024-02-07T12:25:39Z,44.0,ENSEM
PAT,2024-02-07T12:25:54Z,45.0,ENSEM
PAT,2024-02-07T12:26:09Z,47.1,ENSEM
PAT,2024-02-07T12:26:25Z,43.3,ENSEM
PAT,2024-02-07T12:26:40Z,44.2,ENSEM
PAT,2024-02-07T12:26:55Z,45.7,ENSEM
PAT,2024-02-07T12:27:10Z,46.2,ENSEM
PAT,2024-02-07T12:27:25Z,44.9,ENSEM
PAT,2024-02-07T12:27:40Z,45.1,ENSEM
PAT,2024-02-07T12:27:55Z,46.8,ENSEM
PAT,2024-02-07T12:28:25Z,45.1,ENSEM
PAT,2024-02-07T12:28:40Z,45.7,ENSEM
PAT,2024-02-07T12:28:56Z,45.9,ENSEM
PAT,2024-02-07T12:29:11Z,46.7,ENSEM
PAT,2024-02-07T12:29:26Z,46.8,ENSEM
PAT,2024-02-07T12:29:41Z,45.3,ENSEM
PAT,2024-02-07T12:30:11Z,46.9,ENSEM
PAT,2024-02-07T12:30:26Z,45.4,ENSEM
PAT,2024-02-07T12:30:56Z,44.2,ENSEM
PAT,2024-02-07T12:31:11Z,46.6,ENSEM
PAT,2024-02-07T12:31:26Z,46.0,ENSEM
PAT,2024-02-07T12:31:41Z,46.2,ENSEM
PAT,2024-02-07T12:31:57Z,47.3,ENSEM
PAT,2024-02-07T12:32:12Z,47.2,ENSEM
PAT,2024-02-07T12:32:27Z,46.3,ENSEM
PAT,2024-02-07T12:32:42Z,42.8,ENSEM
PAT,2024-02-07T12:32:57Z,44.1,ENSEM
PAT,2024-02-07T12:33:12Z,44.7,ENSEM
PAT,2024-02-07T12:33:27Z,42.6,ENSEM
PAT,2024-02-07T12:33:42Z,42.5,ENSEM
PAT,2024-02-07T12:33:57Z,43.5,ENSEM
PAT,2024-02-07T12:34:12Z,42.7,ENSEM
PAT,2024-02-07T12:34:42Z,43.3,ENSEM
PAT,2024-02-07T12:34:57Z,44.4,ENSEM
PAT,2024-02-07T12:35:12Z,43.8,ENSEM
PAT,2024-02-07T12:35:27Z,44.1,ENSEM
PAT,2024-02-07T12:35:58Z,46.4,ENSEM
PAT,2024-02-07T12:36:13Z,44.7,ENSEM
PAT,2024-02-07T12:36:28Z,45.0,ENSEM
PAT,2024-02-07T12:36:43Z,43.8,ENSEM
PAT,2024-02-07T12:36:58Z,42.4,ENSEM
PAT,2024-02-07T12:37:13Z,44.6,ENSEM
PAT,2024-02-07T12:37:28Z,44.1,ENSEM
PAT,2024-02-07T12:37:43Z,43.4,ENSEM
PAT,2024-02-07T12:37:58Z,47.0,ENSEM
PAT,2024-02-07T12:38:13Z,46.2,ENSEM
PAT,2024-02-07T12:38:28Z,47.1,ENSEM
PAT,2024-02-07T12:38:43Z,45.2,ENSEM
PAT,2024-02-07T12:38:58Z,46.2,ENSEM
PAT,2024-02-07T12:39:13Z,46.0,ENSEM
PAT,2024-02-07T12:39:29Z,42.2,ENSEM
PAT,2024-02-07T12:39:44Z,44.4,ENSEM
PAT,2024-02-07T12:40:14Z,43.3,ENSEM
PAT,2024-02-07T12:40:29Z,42.4,ENSEM
PAT,2024-02-07T12:40:44Z,43.3,ENSEM
PAT,2024-02-07T12:40:59Z,44.2,ENSEM
PAT,2024-02-07T12:41:14Z,42.9,ENSEM
PAT,2024-02-07T12:41:29Z,42.2,ENSEM
PAT,2024-02-07T12:41:44Z,42.3,ENSEM
PAT,2024-02-07T12:41:59Z,42.7,ENSEM
PAT,2024-02-07T12:42:14Z,43.1,ENSEM
PAT,2024-02-07T12:42:29Z,42.9,ENSEM
PAT,2024-02-07T12:42:45Z,43.4,ENSEM
PAT,2024-02-07T12:43:00Z,44.3,ENSEM
PAT,2024-02-07T12:43:15Z,43.2,ENSEM
PAT,2024-02-07T12:43:30Z,42.7,ENSEM
PAT,2024-02-07T12:43:45Z,42.4,ENSEM
PAT,2024-02-07T12:44:00Z,42.1,ENSEM
PAT,2024-02-07T12:44:15Z,41.6,ENSEM
PAT,2024-02-07T12:44:30Z,44.5,ENSEM
PAT,2024-02-07T12:44:45Z,44.1,ENSEM
PAT,2024-02-07T12:45:16Z,44.8,ENSEM
PAT,2024-02-07T12:45:30Z,43.4,ENSEM
PAT,2024-02-07T12:45:46Z,43.9,ENSEM
PAT,2024-02-07T12:46:01Z,44.9,ENSEM
PAT,2024-02-07T12:46:16Z,41.6,ENSEM
PAT,2024-02-07T12:46:31Z,41.0,ENSEM
PAT,2024-02-07T12:46:46Z,41.5,ENSEM
PAT,2024-02-07T12:47:01Z,42.5,ENSEM
PAT,2024-02-07T12:47:16Z,42.2,ENSEM
PAT,2024-02-07T12:47:31Z,42.6,ENSEM
PAT,2024-02-07T12:47:46Z,42.1,ENSEM
PAT,2024-02-07T12:48:01Z,41.9,ENSEM
PAT,2024-02-07T12:48:16Z,42.0,ENSEM
PAT,2024-02-07T12:48:31Z,41.7,ENSEM
PAT,2024-02-07T12:48:47Z,41.4,ENSEM
PAT,2024-02-07T12:49:02Z,41.8,ENSEM
PAT,2024-02-07T12:49:17Z,42.8,ENSEM
PAT,2024-02-07T12:49:32Z,41.7,ENSEM
PAT,2024-02-07T12:49:47Z,41.9,ENSEM
PAT,2024-02-07T12:50:02Z,42.9,ENSEM
PAT,2024-02-07T12:50:17Z,42.6,ENSEM
PAT,2024-02-07T12:50:32Z,42.5,ENSEM
PAT,2024-02-07T12:50:47Z,43.6,ENSEM
PAT,2024-02-07T12:51:02Z,44.0,ENSEM
PAT,2024-02-07T12:51:17Z,44.3,ENSEM
PAT,2024-02-07T12:51:32Z,44.1,ENSEM
PAT,2024-02-07T12:51:47Z,46.0,ENSEM
PAT,2024-02-07T12:52:03Z,46.9,ENSEM
PAT,2024-02-07T12:52:18Z,43.8,ENSEM
PAT,2024-02-07T12:52:33Z,44.0,ENSEM
PAT,2024-02-07T12:52:48Z,43.4,ENSEM
PAT,2024-02-07T12:53:03Z,44.3,ENSEM
PAT,2024-02-07T12:53:18Z,43.6,ENSEM
PAT,2024-02-07T12:53:33Z,45.1,ENSEM
PAT,2024-02-07T12:53:48Z,44.0,ENSEM
PAT,2024-02-07T12:54:03Z,44.6,ENSEM
PAT,2024-02-07T12:54:18Z,44.7,ENSEM
PAT,2024-02-07T12:54:33Z,44.8,ENSEM
PAT,2024-02-07T12:54:48Z,42.1,ENSEM
PAT,2024-02-07T12:55:03Z,43.3,ENSEM
PAT,2024-02-07T12:55:18Z,43.2,ENSEM
PAT,2024-02-07T12:55:33Z,43.4,ENSEM
PAT,2024-02-07T12:55:49Z,42.1,ENSEM
PAT,2024-02-07T12:56:04Z,43.0,ENSEM
PAT,2024-02-07T12:56:19Z,43.4,ENSEM
PAT,2024-02-07T12:56:34Z,43.0,ENSEM
PAT,2024-02-07T12:56:49Z,45.6,ENSEM
PAT,2024-02-07T12:57:04Z,45.9,ENSEM
PAT,2024-02-07T12:57:19Z,46.6,ENSEM
