#datatype measurement,dateTime:RFC3339,double,tag
m,time,kWh,location
EAT,2024-02-07T11:47:12Z,71757.1,ENSEM
EAT,2024-02-07T11:47:27Z,71757.4,ENSEM
EAT,2024-02-07T11:47:42Z,71757.6,ENSEM
EAT,2024-02-07T11:47:57Z,71757.8,ENSEM
EAT,2024-02-07T11:48:12Z,71758.0,ENSEM
EAT,2024-02-07T11:48:27Z,71758.2,ENSEM
EAT,2024-02-07T11:48:42Z,71758.4,ENSEM
EAT,2024-02-07T11:48:57Z,71758.7,ENSEM
EAT,2024-02-07T11:49:12Z,71758.9,ENSEM
EAT,2024-02-07T11:49:27Z,71759.1,ENSEM
EAT,2024-02-07T11:49:42Z,71759.3,ENSEM
EAT,2024-02-07T11:49:57Z,71759.5,ENSEM
EAT,2024-02-07T11:50:12Z,71759.7,ENSEM
EAT,2024-02-07T11:50:27Z,71759.9,ENSEM
EAT,2024-02-07T11:50:43Z,71760.1,ENSEM
EAT,2024-02-07T11:50:58Z,71760.3,ENSEM
EAT,2024-02-07T11:51:13Z,71760.5,ENSEM
EAT,2024-02-07T11:51:28Z,71760.7,ENSEM
EAT,2024-02-07T11:51:43Z,71760.9,ENSEM
EAT,2024-02-07T11:51:58Z,71761.1,ENSEM
EAT,2024-02-07T11:52:13Z,71761.3,ENSEM
EAT,2024-02-07T11:52:28Z,71761.5,ENSEM
EAT,2024-02-07T11:52:43Z,71761.7,ENSEM
EAT,2024-02-07T11:52:58Z,71761.9,ENSEM
EAT,2024-02-07T11:53:13Z,71762.1,ENSEM
EAT,2024-02-07T11:53:28Z,71762.3,ENSEM
EAT,2024-02-07T11:53:43Z,71762.5,ENSEM
EAT,2024-02-07T11:53:58Z,71762.7,ENSEM
EAT,2024-02-07T11:54:13Z,71762.9,ENSEM
EAT,2024-02-07T11:54:29Z,71763.1,ENSEM
EAT,2024-02-07T11:54:44Z,71763.3,ENSEM
EAT,2024-02-07T11:54:59Z,71763.6,ENSEM
EAT,2024-02-07T11:55:14Z,71763.8,ENSEM
EAT,2024-02-07T11:55:29Z,71764.0,ENSEM
EAT,2024-02-07T11:55:44Z,71764.2,ENSEM
EAT,2024-02-07T11:55:59Z,71764.4,ENSEM
EAT,2024-02-07T11:56:14Z,71764.6,ENSEM
EAT,2024-02-07T11:56:29Z,71764.8,ENSEM
EAT,2024-02-07T11:56:44Z,71765.0,ENSEM
EAT,2024-02-07T11:56:59Z,71765.1,ENSEM
EAT,2024-02-07T11:57:14Z,71765.3,ENSEM
EAT,2024-02-07T11:57:30Z,71765.5,ENSEM
EAT,2024-02-07T11:57:45Z,71765.7,ENSEM
EAT,2024-02-07T11:58:00Z,71765.9,ENSEM
EAT,2024-02-07T11:58:15Z,71766.1,ENSEM
EAT,2024-02-07T11:58:30Z,71766.3,ENSEM
EAT,2024-02-07T11:58:45Z,71766.5,ENSEM
EAT,2024-02-07T11:59:00Z,71766.6,ENSEM
EAT,2024-02-07T11:59:15Z,71766.8,ENSEM
EAT,2024-02-07T11:59:30Z,71767.0,ENSEM
EAT,2024-02-07T11:59:45Z,71767.2,ENSEM
EAT,2024-02-07T12:00:17Z,71767.6,ENSEM
EAT,2024-02-07T12:00:31Z,71767.8,ENSEM
EAT,2024-02-07T12:00:46Z,71768.0,ENSEM
EAT,2024-02-07T12:01:01Z,71768.2,ENSEM
EAT,2024-02-07T12:01:16Z,71768.4,ENSEM
EAT,2024-02-07T12:01:31Z,71768.6,ENSEM
EAT,2024-02-07T12:01:46Z,71768.8,ENSEM
EAT,2024-02-07T12:02:01Z,71768.9,ENSEM
EAT,2024-02-07T12:02:16Z,71769.1,ENSEM
EAT,2024-02-07T12:02:31Z,71769.3,ENSEM
EAT,2024-02-07T12:02:46Z,71769.5,ENSEM
EAT,2024-02-07T12:03:01Z,71769.7,ENSEM
EAT,2024-02-07T12:03:16Z,71769.9,ENSEM
EAT,2024-02-07T12:03:32Z,71770.1,ENSEM
EAT,2024-02-07T12:03:47Z,71770.3,ENSEM
EAT,2024-02-07T12:04:02Z,71770.5,ENSEM
EAT,2024-02-07T12:04:17Z,71770.6,ENSEM
EAT,2024-02-07T12:04:32Z,71770.8,ENSEM
EAT,2024-02-07T12:04:47Z,71771.0,ENSEM
EAT,2024-02-07T12:05:02Z,71771.2,ENSEM
EAT,2024-02-07T12:05:17Z,71771.4,ENSEM
EAT,2024-02-07T12:05:32Z,71771.6,ENSEM
EAT,2024-02-07T12:05:47Z,71771.7,ENSEM
EAT,2024-02-07T12:06:02Z,71771.9,ENSEM
EAT,2024-02-07T12:06:17Z,71772.1,ENSEM
EAT,2024-02-07T12:06:32Z,71772.3,ENSEM
EAT,2024-02-07T12:06:47Z,71772.5,ENSEM
EAT,2024-02-07T12:07:02Z,71772.7,ENSEM
EAT,2024-02-07T12:07:18Z,71772.9,ENSEM
EAT,2024-02-07T12:07:33Z,71773.1,ENSEM
EAT,2024-02-07T12:07:48Z,71773.2,ENSEM
EAT,2024-02-07T12:08:03Z,71773.4,ENSEM
EAT,2024-02-07T12:08:18Z,71773.6,ENSEM
EAT,2024-02-07T12:08:33Z,71773.8,ENSEM
EAT,2024-02-07T12:08:48Z,71774.0,ENSEM
EAT,2024-02-07T12:09:03Z,71774.1,ENSEM
EAT,2024-02-07T12:09:18Z,71774.3,ENSEM
EAT,2024-02-07T12:09:33Z,71774.5,ENSEM
EAT,2024-02-07T12:09:48Z,71774.7,ENSEM
EAT,2024-02-07T12:10:03Z,71774.9,ENSEM
EAT,2024-02-07T12:10:18Z,71775.0,ENSEM
EAT,2024-02-07T12:10:33Z,71775.2,ENSEM
EAT,2024-02-07T12:10:49Z,71775.4,ENSEM
EAT,2024-02-07T12:11:04Z,71775.6,ENSEM
EAT,2024-02-07T12:11:19Z,71775.7,ENSEM
EAT,2024-02-07T12:11:34Z,71775.9,ENSEM
EAT,2024-02-07T12:11:49Z,71776.1,ENSEM
EAT,2024-02-07T12:12:04Z,71776.3,ENSEM
EAT,2024-02-07T12:12:19Z,71776.5,ENSEM
EAT,2024-02-07T12:12:34Z,71776.7,ENSEM
EAT,2024-02-07T12:12:49Z,71776.8,ENSEM
EAT,2024-02-07T12:13:04Z,71777.0,ENSEM
EAT,2024-02-07T12:13:19Z,71777.2,ENSEM
EAT,2024-02-07T12:13:34Z,71777.4,ENSEM
EAT,2024-02-07T12:13:49Z,71777.6,ENSEM
EAT,2024-02-07T12:14:04Z,71777.8,ENSEM
EAT,2024-02-07T12:14:19Z,71777.9,ENSEM
EAT,2024-02-07T12:14:35Z,71778.1,ENSEM
EAT,2024-02-07T12:14:50Z,71778.3,ENSEM
EAT,2024-02-07T12:15:17Z,71778.5,ENSEM
EAT,2024-02-07T12:15:20Z,71778.7,ENSEM
EAT,2024-02-07T12:15:35Z,71778.8,ENSEM
EAT,2024-02-07T12:15:50Z,71779.0,ENSEM
EAT,2024-02-07T12:16:05Z,71779.2,ENSEM
EAT,2024-02-07T12:16:20Z,71779.4,ENSEM
EAT,2024-02-07T12:16:35Z,71779.5,ENSEM
EAT,2024-02-07T12:16:50Z,71779.7,ENSEM
EAT,2024-02-07T12:17:05Z,71779.9,ENSEM
EAT,2024-02-07T12:17:20Z,71780.1,ENSEM
EAT,2024-02-07T12:17:36Z,71780.3,ENSEM
EAT,2024-02-07T12:17:51Z,71780.4,ENSEM
EAT,2024-02-07T12:18:06Z,71780.6,ENSEM
EAT,2024-02-07T12:18:21Z,71780.8,ENSEM
EAT,2024-02-07T12:18:36Z,71781.0,ENSEM
EAT,2024-02-07T12:18:51Z,71781.2,ENSEM
EAT,2024-02-07T12:19:06Z,71781.3,ENSEM
EAT,2024-02-07T12:19:21Z,71781.5,ENSEM
EAT,2024-02-07T12:19:36Z,71781.7,ENSEM
EAT,2024-02-07T12:19:51Z,71781.9,ENSEM
EAT,2024-02-07T12:20:06Z,71782.1,ENSEM
EAT,2024-02-07T12:20:21Z,71782.3,ENSEM
EAT,2024-02-07T12:20:36Z,71782.5,ENSEM
EAT,2024-02-07T12:20:51Z,71782.7,ENSEM
EAT,2024-02-07T12:21:07Z,71782.8,ENSEM
EAT,2024-02-07T12:21:22Z,71783.0,ENSEM
EAT,2024-02-07T12:21:37Z,71783.2,ENSEM
EAT,2024-02-07T12:21:52Z,71783.4,ENSEM
EAT,2024-02-07T12:22:07Z,71783.6,ENSEM
EAT,2024-02-07T12:22:22Z,71783.8,ENSEM
EAT,2024-02-07T12:22:37Z,71783.9,ENSEM
EAT,2024-02-07T12:22:52Z,71784.1,ENSEM
EAT,2024-02-07T12:23:07Z,71784.3,ENSEM
EAT,2024-02-07T12:23:22Z,71784.5,ENSEM
EAT,2024-02-07T12:23:37Z,71784.6,ENSEM
EAT,2024-02-07T12:23:52Z,71784.8,ENSEM
EAT,2024-02-07T12:24:07Z,71785.0,ENSEM
EAT,2024-02-07T12:24:22Z,71785.2,ENSEM
EAT,2024-02-07T12:24:37Z,71785.3,ENSEM
EAT,2024-02-07T12:24:52Z,71785.5,ENSEM
EAT,2024-02-07T12:25:08Z,71785.7,ENSEM
EAT,2024-02-07T12:25:23Z,71785.9,ENSEM
EAT,2024-02-07T12:25:38Z,71786.1,ENSEM
EAT,2024-02-07T12:25:53Z,71786.3,ENSEM
EAT,2024-02-07T12:26:08Z,71786.5,ENSEM
EAT,2024-02-07T12:26:23Z,71786.7,ENSEM
EAT,2024-02-07T12:26:38Z,71786.8,ENSEM
EAT,2024-02-07T12:26:54Z,71787.0,ENSEM
EAT,2024-02-07T12:27:09Z,71787.2,ENSEM
EAT,2024-02-07T12:27:24Z,71787.4,ENSEM
EAT,2024-02-07T12:27:39Z,71787.6,ENSEM
EAT,2024-02-07T12:27:54Z,71787.8,ENSEM
EAT,2024-02-07T12:28:09Z,71788.0,ENSEM
EAT,2024-02-07T12:28:24Z,71788.2,ENSEM
EAT,2024-02-07T12:28:39Z,71788.4,ENSEM
EAT,2024-02-07T12:28:54Z,71788.6,ENSEM
EAT,2024-02-07T12:29:09Z,71788.8,ENSEM
EAT,2024-02-07T12:29:24Z,71789.0,ENSEM
EAT,2024-02-07T12:29:40Z,71789.1,ENSEM
EAT,2024-02-07T12:29:55Z,71789.3,ENSEM
EAT,2024-02-07T12:30:10Z,71789.5,ENSEM
EAT,2024-02-07T12:30:25Z,71789.7,ENSEM
EAT,2024-02-07T12:30:40Z,71789.9,ENSEM
EAT,2024-02-07T12:30:55Z,71790.1,ENSEM
EAT,2024-02-07T12:31:10Z,71790.3,ENSEM
EAT,2024-02-07T12:31:25Z,71790.5,ENSEM
EAT,2024-02-07T12:31:40Z,71790.7,ENSEM
EAT,2024-02-07T12:31:55Z,71790.9,ENSEM
EAT,2024-02-07T12:32:10Z,71791.1,ENSEM
EAT,2024-02-07T12:32:25Z,71791.3,ENSEM
EAT,2024-02-07T12:32:40Z,71791.5,ENSEM
EAT,2024-02-07T12:32:55Z,71791.6,ENSEM
EAT,2024-02-07T12:33:11Z,71791.8,ENSEM
EAT,2024-02-07T12:33:26Z,71792.0,ENSEM
EAT,2024-02-07T12:33:41Z,71792.2,ENSEM
EAT,2024-02-07T12:33:56Z,71792.4,ENSEM
EAT,2024-02-07T12:34:11Z,71792.6,ENSEM
EAT,2024-02-07T12:34:26Z,71792.7,ENSEM
EAT,2024-02-07T12:34:41Z,71792.9,ENSEM
EAT,2024-02-07T12:34:56Z,71793.1,ENSEM
EAT,2024-02-07T12:35:11Z,71793.3,ENSEM
EAT,2024-02-07T12:35:26Z,71793.5,ENSEM
EAT,2024-02-07T12:35:41Z,71793.6,ENSEM
EAT,2024-02-07T12:35:56Z,71793.8,ENSEM
EAT,2024-02-07T12:36:11Z,71794.0,ENSEM
EAT,2024-02-07T12:36:26Z,71794.2,ENSEM
EAT,2024-02-07T12:36:42Z,71794.4,ENSEM
EAT,2024-02-07T12:36:57Z,71794.6,ENSEM
EAT,2024-02-07T12:37:12Z,71794.8,ENSEM
EAT,2024-02-07T12:37:27Z,71795.0,ENSEM
EAT,2024-02-07T12:37:42Z,71795.1,ENSEM
EAT,2024-02-07T12:37:57Z,71795.3,ENSEM
EAT,2024-02-07T12:38:12Z,71795.5,ENSEM
EAT,2024-02-07T12:38:27Z,71795.7,ENSEM
EAT,2024-02-07T12:38:42Z,71795.9,ENSEM
EAT,2024-02-07T12:38:57Z,71796.1,ENSEM
EAT,2024-02-07T12:39:12Z,71796.3,ENSEM
EAT,2024-02-07T12:39:27Z,71796.5,ENSEM
EAT,2024-02-07T12:39:42Z,71796.7,ENSEM
EAT,2024-02-07T12:39:57Z,71796.8,ENSEM
EAT,2024-02-07T12:40:13Z,71797.0,ENSEM
EAT,2024-02-07T12:40:28Z,71797.2,ENSEM
EAT,2024-02-07T12:40:43Z,71797.4,ENSEM
EAT,2024-02-07T12:40:58Z,71797.6,ENSEM
EAT,2024-02-07T12:41:13Z,71797.8,ENSEM
EAT,2024-02-07T12:41:28Z,71797.9,ENSEM
EAT,2024-02-07T12:41:43Z,71798.1,ENSEM
EAT,2024-02-07T12:41:58Z,71798.3,ENSEM
EAT,2024-02-07T12:42:13Z,71798.5,ENSEM
EAT,2024-02-07T12:42:28Z,71798.6,ENSEM
EAT,2024-02-07T12:42:43Z,71798.8,ENSEM
EAT,2024-02-07T12:42:58Z,71799.0,ENSEM
EAT,2024-02-07T12:43:13Z,71799.2,ENSEM
EAT,2024-02-07T12:43:29Z,71799.4,ENSEM
EAT,2024-02-07T12:43:44Z,71799.5,ENSEM
EAT,2024-02-07T12:43:59Z,71799.7,ENSEM
EAT,2024-02-07T12:44:14Z,71799.9,ENSEM
EAT,2024-02-07T12:44:29Z,71800.1,ENSEM
EAT,2024-02-07T12:44:44Z,71800.2,ENSEM
EAT,2024-02-07T12:44:59Z,71800.4,ENSEM
EAT,2024-02-07T12:45:16Z,71800.6,ENSEM
EAT,2024-02-07T12:45:29Z,71800.8,ENSEM
EAT,2024-02-07T12:45:44Z,71801.0,ENSEM
EAT,2024-02-07T12:45:59Z,71801.2,ENSEM
EAT,2024-02-07T12:46:14Z,71801.3,ENSEM
EAT,2024-02-07T12:46:30Z,71801.5,ENSEM
EAT,2024-02-07T12:46:45Z,71801.7,ENSEM
EAT,2024-02-07T12:47:00Z,71801.9,ENSEM
EAT,2024-02-07T12:47:15Z,71802.0,ENSEM
EAT,2024-02-07T12:47:30Z,71802.2,ENSEM
EAT,2024-02-07T12:47:45Z,71802.4,ENSEM
EAT,2024-02-07T12:48:00Z,71802.6,ENSEM
EAT,2024-02-07T12:48:15Z,71802.8,ENSEM
EAT,2024-02-07T12:48:30Z,71802.9,ENSEM
EAT,2024-02-07T12:48:45Z,71803.1,ENSEM
EAT,2024-02-07T12:49:00Z,71803.3,ENSEM
EAT,2024-02-07T12:49:15Z,71803.5,ENSEM
EAT,2024-02-07T12:49:31Z,71803.6,ENSEM
EAT,2024-02-07T12:49:46Z,71803.8,ENSEM
EAT,2024-02-07T12:50:01Z,71804.0,ENSEM
EAT,2024-02-07T12:50:16Z,71804.2,ENSEM
EAT,2024-02-07T12:50:31Z,71804.3,ENSEM
EAT,2024-02-07T12:50:46Z,71804.5,ENSEM
EAT,2024-02-07T12:51:01Z,71804.7,ENSEM
EAT,2024-02-07T12:51:16Z,71804.9,ENSEM
EAT,2024-02-07T12:51:31Z,71805.1,ENSEM
EAT,2024-02-07T12:51:46Z,71805.3,ENSEM
EAT,2024-02-07T12:52:01Z,71805.5,ENSEM
EAT,2024-02-07T12:52:16Z,71805.6,ENSEM
EAT,2024-02-07T12:52:31Z,71805.8,ENSEM
EAT,2024-02-07T12:52:46Z,71806.0,ENSEM
EAT,2024-02-07T12:53:02Z,71806.2,ENSEM
EAT,2024-02-07T12:53:17Z,71806.4,ENSEM
EAT,2024-02-07T12:53:32Z,71806.6,ENSEM
EAT,2024-02-07T12:53:47Z,71806.7,ENSEM
EAT,2024-02-07T12:54:02Z,71806.9,ENSEM
EAT,2024-02-07T12:54:17Z,71807.1,ENSEM
EAT,2024-02-07T12:54:32Z,71807.3,ENSEM
EAT,2024-02-07T12:54:47Z,71807.5,ENSEM
EAT,2024-02-07T12:55:02Z,71807.7,ENSEM
EAT,2024-02-07T12:55:17Z,71807.9,ENSEM
EAT,2024-02-07T12:55:32Z,71808.0,ENSEM
EAT,2024-02-07T12:55:47Z,71808.2,ENSEM
EAT,2024-02-07T12:56:02Z,71808.4,ENSEM
EAT,2024-02-07T12:56:17Z,71808.6,ENSEM
EAT,2024-02-07T12:56:32Z,71808.8,ENSEM
EAT,2024-02-07T12:56:48Z,71808.9,ENSEM
EAT,2024-02-07T12:57:03Z,71809.1,ENSEM
EAT,2024-02-07T12:57:18Z,71809.3,ENSEM
EAT,2024-02-07T12:57:33Z,71809.5,ENSEM
EAT,2024-02-07T12:57:48Z,71809.7,ENSEM
EAT,2024-02-07T12:58:03Z,71809.9,ENSEM
EAT,2024-02-07T12:58:18Z,71810.1,ENSEM
EAT,2024-02-07T12:58:33Z,71810.3,ENSEM
EAT,2024-02-07T12:58:48Z,71810.5,ENSEM
EAT,2024-02-07T12:59:03Z,71810.6,ENSEM
EAT,2024-02-07T12:59:18Z,71810.8,ENSEM
EAT,2024-02-07T12:59:33Z,71811.0,ENSEM
EAT,2024-02-07T12:59:48Z,71811.2,ENSEM
EAT,2024-02-07T13:00:16Z,71811.4,ENSEM
EAT,2024-02-07T13:00:19Z,71811.6,ENSEM
EAT,2024-02-07T13:00:34Z,71811.7,ENSEM
EAT,2024-02-07T13:00:49Z,71811.9,ENSEM
EAT,2024-02-07T13:01:04Z,71812.1,ENSEM
EAT,2024-02-07T13:01:19Z,71812.3,ENSEM
